REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2023-04,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,206,,,,1
2023-05,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,204.4,,,,1
2023-06,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,207.2,,,,1
2023-07,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,210.7,,,,1
2023-08,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,218.4,,,,1
2023-09,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,216.2,,,,1
2023-10,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,206.2,,,,1
2023-11,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,202.3,,,,1
2023-12,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,197,,,,1
2024-01,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,194.9,,,,1
2024-02,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,200.4,,,,1
2024-03,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,204.7,,,,1
